Date ,Symbol ,Client Name ,Net Quantity
2023-05-22,GICL,NITINKUMAR LALJI BHAI BHARVAD,0
2023-05-22,GICL,RATHOD HARSHADKUMAR,0
2023-05-22,REFEX,GRAVITON RESEARCH CAPITAL LLP,0
2023-05-22,REFEX,MUDUPULAVEMULA SURENDRANADHA REDDY,0
2023-05-22,TREJHARA,GRAVITON RESEARCH CAPITAL LLP,0
2023-05-23,CORDSCABLE,GRAVITON RESEARCH CAPITAL LLP,0
2023-05-23,HILTON,ATLAS EVENTS PRIVATE LIMITED,0
2023-05-23,LAMBODHARA,GRAVITON RESEARCH CAPITAL LLP,0
2023-05-23,REFEX,GRAVITON RESEARCH CAPITAL LLP,0
2023-05-23,SHREYAS,GRAVITON RESEARCH CAPITAL LLP,0
2023-05-24,SALZERELEC,GRAVITON RESEARCH CAPITAL LLP,0
2023-05-24,SUDARSCHEM,GRAVITON RESEARCH CAPITAL LLP,0
2023-05-25,APTECHT,GRAVITON RESEARCH CAPITAL LLP,0
2023-05-25,CORDSCABLE,GRAVITON RESEARCH CAPITAL LLP,0
2023-05-25,DYCL,GRAVITON RESEARCH CAPITAL LLP,0
2023-05-25,INDOTECH,MUDUPULAVEMULA SURENDRANADHA REDDY,0
2023-05-25,MANAKCOAT,VEENA RAJESH SHAH,0
2023-05-25,SALZERELEC,GRAVITON RESEARCH CAPITAL LLP,0
2023-05-26,5PAISA,GRAVITON RESEARCH CAPITAL LLP,0
2023-05-26,APTECHT,GRAVITON RESEARCH CAPITAL LLP,0
2023-05-26,LFIC,NK SECURITIES RESEARCH PRIVATE LIMITED,0
2023-05-26,SAH,SUNNY JAYESHKUMAR BHAVSAR,0
2023-05-26,VISHWARAJ,ATLAS EVENTS PRIVATE LIMITED,0
2023-05-29,DIL,MULTIPLIER SHARE & STOCK ADVISORS PRIVATE LIMITED,0
2023-05-29,MAZDA,GRAVITON RESEARCH CAPITAL LLP,0
2023-05-29,MAZDA,MUDUPULAVEMULA SURENDRANADHA REDDY,0
2023-05-29,MAZDA,NK SECURITIES RESEARCH PRIVATE LIMITED,0
2023-05-29,SMLISUZU,GRAVITON RESEARCH CAPITAL LLP,0
2023-05-30,AHL,ATLAS EVENTS PRIVATE LIMITED,0
2023-05-30,APTECHT,GRAVITON RESEARCH CAPITAL LLP,0
2023-05-30,MONTECARLO,GRAVITON RESEARCH CAPITAL LLP,0
2023-05-30,REPCOHOME,GRAVITON RESEARCH CAPITAL LLP,0
2023-05-31,AHL,ATLAS EVENTS PRIVATE LIMITED,0
2023-05-31,DBL,AAKRAYA RESEARCH LLP,0
2023-05-31,DBL,GRAVITON RESEARCH CAPITAL LLP,0
2023-05-31,DBL,NK SECURITIES RESEARCH PRIVATE LIMITED,0
2023-05-31,DIL,ATLAS EVENTS PRIVATE LIMITED,0
2023-05-31,FORCEMOT,GRAVITON RESEARCH CAPITAL LLP,0
2023-05-31,FORCEMOT,NK SECURITIES RESEARCH PRIVATE LIMITED,0
2023-05-31,IZMO,ARIHANT CAPITAL MARKETS LIMTED,0
2023-05-31,MARSHALL,ATLAS EVENTS PRIVATE LIMITED,0
2023-05-31,NDTV,MULTIPLIER SHARE & STOCK ADVISORS PRIVATE LIMITED,0
2023-05-31,QUICKTOUCH,BHAVESHKUMAR NATVARLAL SHETH,0
2023-05-31,QUICKTOUCH,MULTIPLIER SHARE & STOCK ADVISORS PRIVATE LIMITED,0
2023-06-01,AHL,ATLAS EVENTS PRIVATE LIMITED,0
2023-06-01,AJOONI,JOLLY ANKIT SHAH,0
2023-06-01,DBL,GRAVITON RESEARCH CAPITAL LLP,0
2023-06-01,KAUSHALYA,AMIT KUMAR JAIN HUF,0
2023-06-01,NURECA,GRAVITON RESEARCH CAPITAL LLP,0
2023-06-01,SILGO,RAJESH  KOLEKAR,0
2023-06-01,TIMETECHNO,CRONY VYAPAR PVT LTD,0
2023-06-02,AHL,ATLAS EVENTS PRIVATE LIMITED,0
2023-06-02,GRAPHITE,GRAVITON RESEARCH CAPITAL LLP,0
2023-06-02,HEG,GRAVITON RESEARCH CAPITAL LLP,0
2023-06-02,IZMO,MULTIPLIER SHARE & STOCK ADVISORS PRIVATE LIMITED,0
2023-06-02,NURECA,ARHAM WEALTH MANAGEMENT PRIVATE LIMITED,0
2023-06-02,NURECA,GRAVITON RESEARCH CAPITAL LLP,0
2023-06-02,NURECA,LOKESH THAKRAL,0
2023-06-02,NURECA,NK SECURITIES RESEARCH PRIVATE LIMITED,0
2023-06-02,SALZERELEC,GRAVITON RESEARCH CAPITAL LLP,0
2023-06-02,TIMETECHNO,GRAVITON RESEARCH CAPITAL LLP,0
2023-06-02,TREJHARA,MULTIPLIER SHARE & STOCK ADVISORS PRIVATE LIMITED,0
2023-06-02,UNIVASTU,VEENA RAJESH SHAH,0
2023-06-05,AHL,ATLAS EVENTS PRIVATE LIMITED,0
2023-06-05,ANMOL,SKSE SECURITIES LTD,0
2023-06-05,GANGAFORGE,SHRI MUKTA SHARES,0
2023-06-05,LAMBODHARA,GRAVITON RESEARCH CAPITAL LLP,0
2023-06-05,LAMBODHARA,SHRI GANESH INVESTMENTS,0
2023-06-05,NURECA,GRAVITON RESEARCH CAPITAL LLP,0
2023-06-05,SKYGOLD,JANAK NAVINBHAI PANCHAL,0
2023-06-05,SOMICONVEY,INDRA KIRAN VENTURES,0
2023-06-05,TALBROAUTO,GRAVITON RESEARCH CAPITAL LLP,0
2023-06-05,TIMETECHNO,CRONY VYAPAR PVT LTD,0
2023-06-05,XELPMOC,MULTIPLIER SHARE & STOCK ADVISORS PRIVATE LIMITED,0
2023-06-06,AHL,ATLAS EVENTS PRIVATE LIMITED,0
2023-06-06,ANMOL,SKSE SECURITIES LTD,0
2023-06-06,MAANALU,GRAVITON RESEARCH CAPITAL LLP,0
2023-06-06,MAANALU,MUDUPULAVEMULA SURENDRANADHA REDDY,0
2023-06-06,MAZDOCK,GRAVITON RESEARCH CAPITAL LLP,0
2023-06-06,MUNJALSHOW,GRAVITON RESEARCH CAPITAL LLP,0
2023-06-06,NELCO,GRAVITON RESEARCH CAPITAL LLP,0
2023-06-06,NELCO,NK SECURITIES RESEARCH PRIVATE LIMITED,0
2023-06-06,NELCO,YUGA STOCKS AND COMMODITIES PRIVATE LIMITED  .,0
2023-06-06,PIGL,MULTIPLIER SHARE & STOCK ADVISORS PRIVATE LIMITED,0
2023-06-06,SHAKTIPUMP,GRAVITON RESEARCH CAPITAL LLP,0
2023-06-06,SKYGOLD,JANAK NAVINBHAI PANCHAL,0
2023-06-06,TIRUPATIFL,NIRAJ HARSUKHLAL SANGHAVI,0
2023-06-07,ALKALI,MULTIPLIER SHARE & STOCK ADVISORS PRIVATE LIMITED,0
2023-06-07,ANMOL,SKSE SECURITIES LTD,0
2023-06-07,DIL,ATLAS EVENTS PRIVATE LIMITED,0
2023-06-07,GSTL,MULTIPLIER SHARE & STOCK ADVISORS PRIVATE LIMITED,0
2023-06-07,MAANALU,NK SECURITIES RESEARCH PRIVATE LIMITED,0
2023-06-07,NURECA,GRAVITON RESEARCH CAPITAL LLP,0
2023-06-07,QUICKTOUCH,BHAVESHKUMAR NATVARLAL SHETH,0
2023-06-07,QUICKTOUCH,MULTIPLIER SHARE & STOCK ADVISORS PRIVATE LIMITED,0
2023-06-07,UNIVASTU,VEENA RAJESH SHAH,0
2023-06-08,ALKALI,MUDUPULAVEMULA SURENDRANADHA REDDY,0
2023-06-08,ANMOL,SKSE SECURITIES LTD,0
2023-06-08,CARTRADE,GRAVITON RESEARCH CAPITAL LLP,0
2023-06-08,GANGAFORGE,SHRI MUKTA SHARES,0
2023-06-09,KRISHCA,BHAVESHKUMAR NATVARLAL SHETH,0
2023-06-09,PIGL,SAROJ GUPTA,0
2023-06-09,SELAN,GRAVITON RESEARCH CAPITAL LLP,0
2023-06-09,SULA,GRAVITON RESEARCH CAPITAL LLP,0
2023-06-09,TIPSFILMS,GRAVITON RESEARCH CAPITAL LLP,0
2023-06-09,VISHWARAJ,ATLAS EVENTS PRIVATE LIMITED,0
2023-06-12,DATAMATICS,GRAVITON RESEARCH CAPITAL LLP,0
2023-06-12,GRSE,GRAVITON RESEARCH CAPITAL LLP,0
2023-06-12,KPIGREEN,GRAVITON RESEARCH CAPITAL LLP,0
2023-06-12,ORTINLAB,BONANZA COMMODITY BROKERS PRIVATE LIMITED,0
2023-06-12,ORTINLAB,NK SECURITIES RESEARCH PRIVATE LIMITED,0
2023-06-12,RELCHEMQ,VAISHALIBEN PANCHOLI,0
2023-06-12,RPOWER,PACE STOCK BROKING SERVICES PVT LTD,0
2023-06-12,VIRINCHI,ATLAS EVENTS PRIVATE LIMITED,0
2023-06-12,VISHWARAJ,ATLAS EVENTS PRIVATE LIMITED,0
2023-06-12,ZIMLAB,GRAVITON RESEARCH CAPITAL LLP,0
2023-06-13,COMPINFO,AMIT MAURYA,0
2023-06-13,KRISHCA,SUMICKSHA BANSAL,0
2023-06-13,LIBERTSHOE,GRAVITON RESEARCH CAPITAL LLP,0
2023-06-13,NAGREEKEXP,MUDUPULAVEMULA SURENDRANADHA REDDY,0
2023-06-13,OLECTRA,GRAVITON RESEARCH CAPITAL LLP,0
2023-06-13,SHREYANIND,GRAVITON RESEARCH CAPITAL LLP,0
2023-06-13,SMLT,GRAVITON RESEARCH CAPITAL LLP,0
2023-06-13,TVSELECT,GRAVITON RESEARCH CAPITAL LLP,0
2023-06-13,VINYLINDIA,GRAVITON RESEARCH CAPITAL LLP,0
2023-06-13,VISHWARAJ,ATLAS EVENTS PRIVATE LIMITED,0
2023-06-14,HERANBA,GRAVITON RESEARCH CAPITAL LLP,0
2023-06-14,JAYBARMARU,GRAVITON RESEARCH CAPITAL LLP,0
2023-06-14,SIGIND,GRAVITON RESEARCH CAPITAL LLP,0
2023-06-14,SIGIND,MUDUPULAVEMULA SURENDRANADHA REDDY,0
2023-06-14,TALBROAUTO,GRAVITON RESEARCH CAPITAL LLP,0
2023-06-14,TANLA,GRAVITON RESEARCH CAPITAL LLP,0
2023-06-14,TVSELECT,GRAVITON RESEARCH CAPITAL LLP,0
2023-06-15,CHEMBOND,GRAVITON RESEARCH CAPITAL LLP,0
2023-06-15,CORDSCABLE,GRAVITON RESEARCH CAPITAL LLP,0
2023-06-15,GOACARBON,GRAVITON RESEARCH CAPITAL LLP,0
2023-06-15,HEG,GRAVITON RESEARCH CAPITAL LLP,0
2023-06-15,HEG,NK SECURITIES RESEARCH PRIVATE LIMITED,0
2023-06-15,LOKESHMACH,GRAVITON RESEARCH CAPITAL LLP,0
2023-06-15,UMAEXPORTS,MUDUPULAVEMULA SURENDRANADHA REDDY,0
2023-06-15,UMAEXPORTS,NK SECURITIES RESEARCH PRIVATE LIMITED,0
2023-06-16,CYBERMEDIA,ARPIT JAIN HUF,0
2023-06-16,CYBERMEDIA,MITTAL RIMPY,0
2023-06-16,IKIO,GOLDMINE STOCKS PRIVATE LIMITED,0
2023-06-16,IKIO,GRAVITON RESEARCH CAPITAL LLP,0
2023-06-16,IKIO,GRT STRATEGIC VENTURES LLP,0
2023-06-16,IKIO,MARWADI CHANDARANA INTERMEDIARIES BROKERS PRIVATE LIMITED,0
2023-06-16,IKIO,MUSIGMA SECURITIES,0
2023-06-16,IKIO,NK SECURITIES RESEARCH PRIVATE LIMITED,0
2023-06-16,KAMOPAINTS,HEMALI PATHIK THAKKAR,0
2023-06-16,LOKESHMACH,NK SECURITIES RESEARCH PRIVATE LIMITED,0
2023-06-16,MAZDOCK,GRAVITON RESEARCH CAPITAL LLP,0
2023-06-16,MOS,SKSE SECURITIES LTD,0
2023-06-19,AMBICAAGAR,DUES MANAGER PRIVATE LIMITED,0
2023-06-19,AMBICAAGAR,SRESTHA FINVEST LIMITED,0
2023-06-19,HPL,GRAVITON RESEARCH CAPITAL LLP,0
2023-06-19,IKIO,GRAVITON RESEARCH CAPITAL LLP,0
2023-06-19,IKIO,MARWADI CHANDARANA INTERMEDIARIES BROKERS PRIVATE LIMITED,0
2023-06-19,IKIO,MUSIGMA SECURITIES,0
2023-06-19,IKIO,NK SECURITIES RESEARCH PRIVATE LIMITED,0
2023-06-19,PARAS,GRAVITON RESEARCH CAPITAL LLP,0
2023-06-19,VIRINCHI,ATLAS EVENTS PRIVATE LIMITED,0
2023-06-19,VISHWARAJ,ATLAS EVENTS PRIVATE LIMITED,0
2023-06-20,AMBER,GRAVITON RESEARCH CAPITAL LLP,0
2023-06-20,IKIO,GRAVITON RESEARCH CAPITAL LLP,0
2023-06-20,KRISHCA,SUMICKSHA BANSAL,0
2023-06-20,RICOAUTO,GRAVITON RESEARCH CAPITAL LLP,0
2023-06-20,SHILPAMED,GRAVITON RESEARCH CAPITAL LLP,0
2023-06-20,SKIPPER,GRAVITON RESEARCH CAPITAL LLP,0
2023-06-20,SWARAJ,MULTIPLIER SHARE & STOCK ADVISORS PRIVATE LIMITED,0
2023-06-20,TRU,ATLAS EVENTS PRIVATE LIMITED,0
2023-06-20,VIRINCHI,HANSRAJ COMMOSALES LLP,0
2023-06-21,HPL,GRAVITON RESEARCH CAPITAL LLP,0
2023-06-21,MINDTECK,GRAVITON RESEARCH CAPITAL LLP,0
2023-06-21,MINDTECK,NAGESH KUMAR AGRAWAL HUF,0
2023-06-21,SUBROS,NK SECURITIES RESEARCH PRIVATE LIMITED,0
2023-06-21,VIRINCHI,HANSRAJ COMMOSALES LLP,0
2023-06-21,VISHWARAJ,ATLAS EVENTS PRIVATE LIMITED,0
2023-06-22,ADSL,GRAVITON RESEARCH CAPITAL LLP,0
2023-06-22,AHL,SATHISH SRINIVAS NAYAK,0
2023-06-22,AWHCL,GRAVITON RESEARCH CAPITAL LLP,0
2023-06-22,DIL,AKASH GIRISHKUMAR THAKKAR,0
2023-06-22,DIL,ANUJ SHUKLA,0
2023-06-22,DIL,ATLAS EVENTS PRIVATE LIMITED,0
2023-06-22,DIL,BAROT JAYESHKUMAR CHHOTALAL,0
2023-06-22,DIL,BHAVIKA  JANI,0
2023-06-22,DIL,BHIMABHAI JALANDHAR THAKOR,0
2023-06-22,DIL,HARDIK HIMMATBHAI MUNJPARA,0
2023-06-22,DIL,HARDIK RAMESHBHAI RAMI,0
2023-06-22,DIL,JAGDISH CHHANABHAI VAGHELA,0
2023-06-22,DIL,JAI VINAYAK SECURITIES,0
2023-06-22,DIL,JAYESH GANPATLAL PANSAL,0
2023-06-22,DIL,KHUSHBU ARJUNBHAI PADHIYAR,0
2023-06-22,DIL,N J SHARES & SECURITIES PVT.LTD.,0
2023-06-22,DIL,NITABEN BABULAL KHALAS,0
2023-06-22,DIL,RAJESHBHAI PATEL,0
2023-06-22,DIL,RANJANBEN RAMESHBHAI SONARA,0
2023-06-22,DIL,RENUKA TEJAS PANDYA,0
2023-06-22,DIL,SANDHYA DIVYESHBHAI DANGI,0
2023-06-22,DIL,SHUBHAM KUMAR,0
2023-06-22,DIL,SONALBEN JAYESHKUMAR BAROT,0
2023-06-22,DIL,SULENDER  .,0
2023-06-22,DIL,VARSHABEN PARMAR,0
2023-06-22,DIL,VIJAYKUMAR RAJUBHAI BHIL,0
2023-06-22,HCC,JUMP TRADING FINANCIAL INDIA PRIVATE LIMITED,0
2023-06-22,HOVS,INDRA KIRAN VENTURES,0
2023-06-22,MAWANASUG,GRAVITON RESEARCH CAPITAL LLP,0
2023-06-22,SATIA,ASHOK KUMAR GUPTA,0
2023-06-22,SEQUENT,GRAVITON RESEARCH CAPITAL LLP,0
2023-06-22,UTTAMSUGAR,GRAVITON RESEARCH CAPITAL LLP,0
2023-06-22,VISHWARAJ,ATLAS EVENTS PRIVATE LIMITED,0
2023-06-22,VISHWARAJ,GRAVITON RESEARCH CAPITAL LLP,0
2023-06-23,AWHCL,GRAVITON RESEARCH CAPITAL LLP,0
2023-06-23,DENORA,GRAVITON RESEARCH CAPITAL LLP,0
2023-06-23,HCC,JUMP TRADING FINANCIAL INDIA PRIVATE LIMITED,0
2023-06-23,IKIO,GRAVITON RESEARCH CAPITAL LLP,0
2023-06-23,MEDICO,SATHISH SRINIVAS NAYAK,0
2023-06-23,PARAGMILK,GRAVITON RESEARCH CAPITAL LLP,0
2023-06-23,VISHWARAJ,ATLAS EVENTS PRIVATE LIMITED,0
2023-06-26,63MOONS,GRAVITON RESEARCH CAPITAL LLP,0
2023-06-26,AWHCL,GRAVITON RESEARCH CAPITAL LLP,0
2023-06-26,DIL,AKASH GIRISHKUMAR THAKKAR,0
2023-06-26,DIL,BAROT JAYESHKUMAR CHHOTALAL,0
2023-06-26,DIL,BHAVIKA  JANI,0
2023-06-26,DIL,HOTI LAL,0
2023-06-26,DIL,INTZAR,0
2023-06-26,HCC,JUMP TRADING FINANCIAL INDIA PRIVATE LIMITED,0
2023-06-26,PARAGMILK,GRAVITON RESEARCH CAPITAL LLP,0
2023-06-26,SIGACHI,GRAVITON RESEARCH CAPITAL LLP,0
2023-06-26,UNIVASTU,AJIAM CAPITAL PRIVATE LIMITED .,0
2023-06-26,UNIVASTU,SETU SECURITIES PVT LTD,0
2023-06-26,UNIVASTU,VEENA RAJESH SHAH,0
2023-06-26,VISHWARAJ,MULTIPLIER SHARE & STOCK ADVISORS PRIVATE LIMITED,0
2023-06-27,DIL,ATLAS EVENTS PRIVATE LIMITED,0
2023-06-27,DIL,HOTI LAL,0
2023-06-27,DIL,NIVL ADVISORS PRIVATE LIMITED,0
2023-06-27,DIL,QE SECURITIES,0
2023-06-27,PARAGMILK,GRAVITON RESEARCH CAPITAL LLP,0
2023-06-27,RBL,GRAVITON RESEARCH CAPITAL LLP,0
2023-06-27,UNIVASTU,VEENA RAJESH SHAH,0
2023-06-27,VISHWARAJ,ATLAS EVENTS PRIVATE LIMITED,0
2023-06-28,ALPHAGEO,GRAVITON RESEARCH CAPITAL LLP,0
2023-06-28,ALPHAGEO,INDIRA BAWARIA,0
2023-06-28,ASAL,GRAVITON RESEARCH CAPITAL LLP,0
2023-06-28,KAMOPAINTS,GRAVITON RESEARCH CAPITAL LLP,0
2023-06-28,KAMOPAINTS,MITHANI INVESTMENT AND TRADING PRIVATE LIMITED,0
2023-06-28,KAMOPAINTS,SKSE SECURITIES LTD,0
2023-06-28,RML,GRAVITON RESEARCH CAPITAL LLP,0
2023-06-28,SRHHYPOLTD,GRAVITON RESEARCH CAPITAL LLP,0
2023-06-28,VISHWARAJ,ATLAS EVENTS PRIVATE LIMITED,0
2023-06-30,63MOONS,GRAVITON RESEARCH CAPITAL LLP,0
2023-06-30,AMRUTANJAN,GRAVITON RESEARCH CAPITAL LLP,0
2023-06-30,DELTAMAGNT,KARANKUMAR KANUJI THAKOR,0
2023-06-30,KTKBANK,GRAVITON RESEARCH CAPITAL LLP,0
2023-06-30,MCX,GRAVITON RESEARCH CAPITAL LLP,0
2023-06-30,SHILPAMED,GRAVITON RESEARCH CAPITAL LLP,0
2023-06-30,TRU,ATLAS EVENTS PRIVATE LIMITED,0
2023-07-03,AHL,JAINAM BROKING LIMITED,0
2023-07-03,AHL,MULTIPLIER SHARE & STOCK ADVISORS PRIVATE LIMITED,0
2023-07-03,AHL,SAHASTRAA ADVISORS PRIVATE LIMITED,0
2023-07-03,AHL,SATHISH SRINIVAS NAYAK,0
2023-07-03,AHL,TOPGAIN FINANCE PRIVATE LIMITED,0
2023-07-03,BAIDFIN,ATLAS EVENTS PRIVATE LIMITED,0
2023-07-03,BSE,GRAVITON RESEARCH CAPITAL LLP,0
2023-07-03,GNA,GRAVITON RESEARCH CAPITAL LLP,0
2023-07-03,KAMOPAINTS,GRAVITON RESEARCH CAPITAL LLP,0
2023-07-03,PRITI,GRAVITON RESEARCH CAPITAL LLP,0
2023-07-03,SOUTHBANK,JUMP TRADING FINANCIAL INDIA PRIVATE LIMITED,0
2023-07-04,CAREERP,GRAVITON RESEARCH CAPITAL LLP,0
2023-07-04,CELLPOINT,MALTI  SALVI,0
2023-07-04,HMAAGRO,NK SECURITIES RESEARCH PRIVATE LIMITED,0
2023-07-04,INFOLLION,CRONY VYAPAR PVT LTD,0
2023-07-04,KELLTONTEC,GRAVITON RESEARCH CAPITAL LLP,0
2023-07-04,KSCL,GRAVITON RESEARCH CAPITAL LLP,0
2023-07-05,BOMDYEING,GRAVITON RESEARCH CAPITAL LLP,0
2023-07-05,DENEERS,SUMICKSHA BANSAL,0
2023-07-05,HPL,AAKRAYA RESEARCH LLP,0
2023-07-05,HPL,GRAVITON RESEARCH CAPITAL LLP,0
2023-07-05,HPL,NK SECURITIES RESEARCH PRIVATE LIMITED,0
2023-07-05,KDL,BHAVESHKUMAR NATVARLAL SHETH,0
2023-07-05,UNITEDTEA,KARANKUMAR KANUJI THAKOR,0
2023-07-06,ANMOL,SKSE SECURITIES LTD,0
2023-07-06,BOMDYEING,GRAVITON RESEARCH CAPITAL LLP,0
2023-07-06,BSE,GRAVITON RESEARCH CAPITAL LLP,0
2023-07-06,CEATLTD,GRAVITON RESEARCH CAPITAL LLP,0
2023-07-06,CEATLTD,NK SECURITIES RESEARCH PRIVATE LIMITED,0
2023-07-06,KDL,BHAVESHKUMAR NATVARLAL SHETH,0
2023-07-06,NATHBIOGEN,GRAVITON RESEARCH CAPITAL LLP,0
2023-07-06,OLECTRA,GRAVITON RESEARCH CAPITAL LLP,0
2023-07-06,RPPINFRA,GRAVITON RESEARCH CAPITAL LLP,0
2023-07-06,SELAN,GRAVITON RESEARCH CAPITAL LLP,0
2023-07-06,VETO,KRONE INVESTMENTS,0
2023-07-07,CELLPOINT,MALTI  SALVI,0
2023-07-07,IDEAFORGE,GRAVITON RESEARCH CAPITAL LLP,0
2023-07-07,IDEAFORGE,NK SECURITIES RESEARCH PRIVATE LIMITED,0
2023-07-07,OLECTRA,AAKRAYA RESEARCH LLP,0
2023-07-07,OLECTRA,GRAVITON RESEARCH CAPITAL LLP,0
2023-07-07,OLECTRA,NK SECURITIES RESEARCH PRIVATE LIMITED,0
2023-07-07,PRAJIND,GRAVITON RESEARCH CAPITAL LLP,0
2023-07-07,SOUTHBANK,JUMP TRADING FINANCIAL INDIA PRIVATE LIMITED,0
2023-07-07,SUNTECK,GRAVITON RESEARCH CAPITAL LLP,0
2023-07-07,SUNTECK,NK SECURITIES RESEARCH PRIVATE LIMITED,0
2023-07-07,TALBROAUTO,AAKRAYA RESEARCH LLP,0
2023-07-07,TALBROAUTO,GRAVITON RESEARCH CAPITAL LLP,0
2023-07-07,WINDLAS,GRAVITON RESEARCH CAPITAL LLP,0
2023-07-10,ANMOL,SKSE SECURITIES LTD,0
2023-07-10,CEATLTD,GRAVITON RESEARCH CAPITAL LLP,0
2023-07-10,CYIENTDLM,GRAVITON RESEARCH CAPITAL LLP,0
2023-07-10,CYIENTDLM,NK SECURITIES RESEARCH PRIVATE LIMITED,0
2023-07-10,KAMOPAINTS,MITHANI INVESTMENT AND TRADING PRIVATE LIMITED,0
2023-07-10,KCK,MITTAL RIMPY,0
2023-07-10,KDL,BHAVESHKUMAR NATVARLAL SHETH,0
2023-07-10,OLECTRA,AAKRAYA RESEARCH LLP,0
2023-07-10,OLECTRA,GRAVITON RESEARCH CAPITAL LLP,0
2023-07-10,OLECTRA,JUMP TRADING FINANCIAL INDIA PRIVATE LIMITED,0
2023-07-10,OLECTRA,MARWADI CHANDARANA INTERMEDIARIES BROKERS PRIVATE LIMITED,0
2023-07-10,OLECTRA,NK SECURITIES RESEARCH PRIVATE LIMITED,0
2023-07-10,TALBROAUTO,GRAVITON RESEARCH CAPITAL LLP,0
2023-07-10,XCHANGING,GRAVITON RESEARCH CAPITAL LLP,0
2023-07-11,AARTECH,VEENA RAJESH SHAH,0
2023-07-11,COCHINSHIP,GRAVITON RESEARCH CAPITAL LLP,0
2023-07-11,COCHINSHIP,NK SECURITIES RESEARCH PRIVATE LIMITED,0
2023-07-11,CYIENTDLM,GRAVITON RESEARCH CAPITAL LLP,0
2023-07-11,CYIENTDLM,NK SECURITIES RESEARCH PRIVATE LIMITED,0
2023-07-11,GRSE,GRAVITON RESEARCH CAPITAL LLP,0
2023-07-11,IDEAFORGE,GRAVITON RESEARCH CAPITAL LLP,0
2023-07-11,IDEAFORGE,NK SECURITIES RESEARCH PRIVATE LIMITED,0
2023-07-11,PARAS,GRAVITON RESEARCH CAPITAL LLP,0
2023-07-11,PCBL,GRAVITON RESEARCH CAPITAL LLP,0
2023-07-11,XCHANGING,GRAVITON RESEARCH CAPITAL LLP,0
2023-07-11,ZENTEC,GRAVITON RESEARCH CAPITAL LLP,0
2023-07-12,BSE,GRAVITON RESEARCH CAPITAL LLP,0
2023-07-12,COASTCORP,GRAVITON RESEARCH CAPITAL LLP,0
2023-07-12,COCHINSHIP,GRAVITON RESEARCH CAPITAL LLP,0
2023-07-12,CYIENTDLM,GRAVITON RESEARCH CAPITAL LLP,0
2023-07-12,CYIENTDLM,NK SECURITIES RESEARCH PRIVATE LIMITED,0
2023-07-12,DELTACORP,NK SECURITIES RESEARCH PRIVATE LIMITED,0
2023-07-12,DELTACORP,SETU SECURITIES PVT LTD,0
2023-07-12,GSTL,VEENA RAJESH SHAH,0
2023-07-12,KCK,MITTAL RIMPY,0
2023-07-12,NAZARA,GRAVITON RESEARCH CAPITAL LLP,0
2023-07-12,NELCO,GRAVITON RESEARCH CAPITAL LLP,0
2023-07-12,OLECTRA,NK SECURITIES RESEARCH PRIVATE LIMITED,0
2023-07-12,ONWARDTEC,GRAVITON RESEARCH CAPITAL LLP,0
2023-07-12,TRU,MULTIPLIER SHARE & STOCK ADVISORS PRIVATE LIMITED,0
2023-07-12,ZENTEC,GRAVITON RESEARCH CAPITAL LLP,0
2023-07-13,AROGRANITE,CHHIMPA NARAYAN,0
2023-07-13,CELLPOINT,MULTIPLIER SHARE & STOCK ADVISORS PRIVATE LIMITED,0
2023-07-13,CELLPOINT,SETU SECURITIES PVT LTD,0
2023-07-13,DELTACORP,GRAVITON RESEARCH CAPITAL LLP,0
2023-07-13,DELTACORP,NK SECURITIES RESEARCH PRIVATE LIMITED,0
2023-07-13,KELLTONTEC,GRAVITON RESEARCH CAPITAL LLP,0
2023-07-13,NELCO,GRAVITON RESEARCH CAPITAL LLP,0
2023-07-13,PARAS,GRAVITON RESEARCH CAPITAL LLP,0
2023-07-13,PREMEXPLN,NK SECURITIES RESEARCH PRIVATE LIMITED,0
2023-07-13,TRIGYN,GRAVITON RESEARCH CAPITAL LLP,0
2023-07-13,ZENTEC,AAKRAYA RESEARCH LLP,0
2023-07-13,ZENTEC,GRAVITON RESEARCH CAPITAL LLP,0
2023-07-13,ZENTEC,NK SECURITIES RESEARCH PRIVATE LIMITED,0
2023-07-13,ZENTEC,SILVERLEAF CAPITAL SERVICES PRIVATE LIMITED,0
2023-07-14,AHL,VIGNESH,0
2023-07-14,COMPINFO,PRASANT KUMAR GUPTA,0
2023-07-14,DLINKINDIA,GRAVITON RESEARCH CAPITAL LLP,0
2023-07-14,KELLTONTEC,GRAVITON RESEARCH CAPITAL LLP,0
2023-07-14,SATIN,GRAVITON RESEARCH CAPITAL LLP,0
2023-07-14,SENCO,GRAVITON RESEARCH CAPITAL LLP,0
2023-07-14,SENCO,MARWADI CHANDARANA INTERMEDIARIES BROKERS PRIVATE LIMITED,0
2023-07-14,SENCO,NK SECURITIES RESEARCH PRIVATE LIMITED,0
2023-07-14,TRIGYN,AAKRAYA RESEARCH LLP,0
2023-07-14,TRIGYN,GRAVITON RESEARCH CAPITAL LLP,0
2023-07-17,AGARIND,GRAVITON RESEARCH CAPITAL LLP,0
2023-07-17,ATULAUTO,GRAVITON RESEARCH CAPITAL LLP,0
2023-07-17,COCHINSHIP,GRAVITON RESEARCH CAPITAL LLP,0
2023-07-17,HERCULES,GRAVITON RESEARCH CAPITAL LLP,0
